"year","month","Fleet","sex","partition","ageErr","LbinLo","LbinHi","nSamps","U0","U1","U2","U3","U4","U5","U6","U7","U8","U9","U10","U11","U12","U13","U14","U15","U16","U17","U18","U19","U20","U21","U22","U23","U24","U25","U26","U27","U28","U29","U30","U31","U32","U33","U34","U35","U36","U37","U38","U39","U40","U41","U42","U43","U44","U45","U46","U47","U48","U49","U50","U0","U1","U2","U3","U4","U5","U6","U7","U8","U9","U10","U11","U12","U13","U14","U15","U16","U17","U18","U19","U20","U21","U22","U23","U24","U25","U26","U27","U28","U29","U30","U31","U32","U33","U34","U35","U36","U37","U38","U39","U40","U41","U42","U43","U44","U45","U46","U47","U48","U49","U50"
2008,7,7,1,0,1,46,46,11,0,0,63.6363636363636,0,9.09090909090909,9.09090909090909,0,0,9.09090909090909,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.6363636363636,0,9.09090909090909,9.09090909090909,0,0,9.09090909090909,0,9.09090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,7,1,0,1,48,48,13,0,0,30.7692307692308,7.69230769230769,0,0,7.69230769230769,23.0769230769231,23.0769230769231,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7692307692308,7.69230769230769,0,0,7.69230769230769,23.0769230769231,23.0769230769231,0,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,7,1,0,1,50,50,13,0,0,0,15.3846153846154,0,0,0,15.3846153846154,15.3846153846154,7.69230769230769,15.3846153846154,30.7692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3846153846154,0,0,0,15.3846153846154,15.3846153846154,7.69230769230769,15.3846153846154,30.7692307692308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,7,1,0,1,52,52,22,0,0,4.54545454545455,4.54545454545455,0,4.54545454545455,13.6363636363636,13.6363636363636,40.9090909090909,9.09090909090909,0,4.54545454545455,4.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54545454545455,4.54545454545455,0,4.54545454545455,13.6363636363636,13.6363636363636,40.9090909090909,9.09090909090909,0,4.54545454545455,4.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,7,1,0,1,54,54,42,0,0,0,0,7.14285714285714,7.14285714285714,11.9047619047619,19.047619047619,14.2857142857143,4.76190476190476,4.76190476190476,7.14285714285714,9.52380952380952,4.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,4.76190476190476,0,0,0,2.38095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38095238095238,0,0,0,0,0,0,7.14285714285714,7.14285714285714,11.9047619047619,19.047619047619,14.2857142857143,4.76190476190476,4.76190476190476,7.14285714285714,9.52380952380952,4.76190476190476,0,0,0,0,0,0,0,0,0,0,0,0,4.76190476190476,0,0,0,2.38095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38095238095238,0,0
2008,7,7,1,0,1,56,56,44,0,0,0,0,6.81818181818182,4.54545454545455,15.9090909090909,15.9090909090909,18.1818181818182,13.6363636363636,4.54545454545455,2.27272727272727,9.09090909090909,0,0,2.27272727272727,0,4.54545454545455,0,0,2.27272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81818181818182,4.54545454545455,15.9090909090909,15.9090909090909,18.1818181818182,13.6363636363636,4.54545454545455,2.27272727272727,9.09090909090909,0,0,2.27272727272727,0,4.54545454545455,0,0,2.27272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,7,1,0,1,58,58,54,0,0,0,0,9.25925925925926,7.40740740740741,11.1111111111111,12.962962962963,11.1111111111111,11.1111111111111,1.85185185185185,3.7037037037037,3.7037037037037,0,0,0,1.85185185185185,0,1.85185185185185,0,0,0,0,3.7037037037037,0,0,1.85185185185185,1.85185185185185,0,5.55555555555556,0,0,0,1.85185185185185,0,0,0,5.55555555555556,0,0,0,1.85185185185185,0,0,0,0,0,0,0,0,1.85185185185185,0,0,0,0,9.25925925925926,7.40740740740741,11.1111111111111,12.962962962963,11.1111111111111,11.1111111111111,1.85185185185185,3.7037037037037,3.7037037037037,0,0,0,1.85185185185185,0,1.85185185185185,0,0,0,0,3.7037037037037,0,0,1.85185185185185,1.85185185185185,0,5.55555555555556,0,0,0,1.85185185185185,0,0,0,5.55555555555556,0,0,0,1.85185185185185,0,0,0,0,0,0,0,0,1.85185185185185
2008,7,7,1,0,1,60,60,50,0,0,0,0,2,4,12,14,14,12,4,0,0,2,6,2,0,2,4,2,4,0,0,0,0,0,0,4,2,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,4,12,14,14,12,4,0,0,2,6,2,0,2,4,2,4,0,0,0,0,0,0,4,2,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0
2008,7,7,1,0,1,62,62,45,0,0,0,0,11.1111111111111,0,2.22222222222222,8.88888888888889,20,4.44444444444444,2.22222222222222,2.22222222222222,0,6.66666666666667,0,0,0,0,4.44444444444444,0,4.44444444444444,2.22222222222222,0,4.44444444444444,2.22222222222222,6.66666666666667,0,2.22222222222222,0,0,2.22222222222222,0,2.22222222222222,2.22222222222222,0,0,0,0,0,0,2.22222222222222,0,2.22222222222222,0,0,2.22222222222222,0,0,2.22222222222222,0,0,0,0,0,0,11.1111111111111,0,2.22222222222222,8.88888888888889,20,4.44444444444444,2.22222222222222,2.22222222222222,0,6.66666666666667,0,0,0,0,4.44444444444444,0,4.44444444444444,2.22222222222222,0,4.44444444444444,2.22222222222222,6.66666666666667,0,2.22222222222222,0,0,2.22222222222222,0,2.22222222222222,2.22222222222222,0,0,0,0,0,0,2.22222222222222,0,2.22222222222222,0,0,2.22222222222222,0,0,2.22222222222222,0,0
2008,7,7,1,0,1,64,64,51,0,0,0,0,0,3.92156862745098,9.80392156862745,9.80392156862745,15.6862745098039,1.96078431372549,5.88235294117647,1.96078431372549,1.96078431372549,0,0,3.92156862745098,3.92156862745098,3.92156862745098,3.92156862745098,1.96078431372549,3.92156862745098,3.92156862745098,0,1.96078431372549,1.96078431372549,0,1.96078431372549,0,5.88235294117647,0,0,1.96078431372549,1.96078431372549,1.96078431372549,0,0,0,0,0,0,0,0,1.96078431372549,0,0,1.96078431372549,1.96078431372549,0,0,0,0,0,0,0,0,0,3.92156862745098,9.80392156862745,9.80392156862745,15.6862745098039,1.96078431372549,5.88235294117647,1.96078431372549,1.96078431372549,0,0,3.92156862745098,3.92156862745098,3.92156862745098,3.92156862745098,1.96078431372549,3.92156862745098,3.92156862745098,0,1.96078431372549,1.96078431372549,0,1.96078431372549,0,5.88235294117647,0,0,1.96078431372549,1.96078431372549,1.96078431372549,0,0,0,0,0,0,0,0,1.96078431372549,0,0,1.96078431372549,1.96078431372549,0,0,0,0
2008,7,7,1,0,1,66,66,31,0,0,0,0,0,0,6.45161290322581,6.45161290322581,19.3548387096774,6.45161290322581,12.9032258064516,6.45161290322581,3.2258064516129,0,3.2258064516129,0,0,0,3.2258064516129,0,3.2258064516129,0,3.2258064516129,9.67741935483871,3.2258064516129,3.2258064516129,0,6.45161290322581,0,0,0,0,0,0,3.2258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.45161290322581,6.45161290322581,19.3548387096774,6.45161290322581,12.9032258064516,6.45161290322581,3.2258064516129,0,3.2258064516129,0,0,0,3.2258064516129,0,3.2258064516129,0,3.2258064516129,9.67741935483871,3.2258064516129,3.2258064516129,0,6.45161290322581,0,0,0,0,0,0,3.2258064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,7,1,0,1,68,68,27,0,0,0,0,0,0,14.8148148148148,29.6296296296296,22.2222222222222,0,3.7037037037037,3.7037037037037,0,0,0,3.7037037037037,0,0,0,0,3.7037037037037,0,3.7037037037037,0,3.7037037037037,0,0,3.7037037037037,0,0,0,0,0,0,0,0,0,0,0,3.7037037037037,0,0,0,0,3.7037037037037,0,0,0,0,0,0,0,0,0,0,0,0,14.8148148148148,29.6296296296296,22.2222222222222,0,3.7037037037037,3.7037037037037,0,0,0,3.7037037037037,0,0,0,0,3.7037037037037,0,3.7037037037037,0,3.7037037037037,0,0,3.7037037037037,0,0,0,0,0,0,0,0,0,0,0,3.7037037037037,0,0,0,0,3.7037037037037,0,0,0,0,0,0
2008,7,7,1,0,1,70,70,14,0,0,0,0,7.14285714285714,7.14285714285714,0,14.2857142857143,21.4285714285714,14.2857142857143,0,0,0,0,0,0,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,7.14285714285714,0,0,7.14285714285714,0,0,0,0,0,7.14285714285714,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,0,7.14285714285714,7.14285714285714,0,14.2857142857143,21.4285714285714,14.2857142857143,0,0,0,0,0,0,0,0,0,7.14285714285714,0,0,0,0,0,0,0,0,0,0,7.14285714285714,0,0,7.14285714285714,0,0,0,0,0,7.14285714285714,0,0,0,7.14285714285714,0,0,0,0,0,0,0
2008,7,7,1,0,1,72,72,22,0,0,0,0,0,0,0,4.54545454545455,27.2727272727273,18.1818181818182,4.54545454545455,0,0,0,4.54545454545455,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0,0,0,0,9.09090909090909,9.09090909090909,4.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54545454545455,0,0,0,0,0,0,0,4.54545454545455,27.2727272727273,18.1818181818182,4.54545454545455,0,0,0,4.54545454545455,0,4.54545454545455,0,4.54545454545455,4.54545454545455,0,0,0,0,0,0,9.09090909090909,9.09090909090909,4.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.54545454545455
2008,7,7,1,0,1,74,74,12,0,0,0,0,0,0,16.6666666666667,16.6666666666667,25,16.6666666666667,0,16.6666666666667,0,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6666666666667,16.6666666666667,25,16.6666666666667,0,16.6666666666667,0,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,7,1,0,1,76,76,7,0,0,0,0,0,0,0,14.2857142857143,42.8571428571429,0,14.2857142857143,0,0,0,14.2857142857143,0,0,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.2857142857143,42.8571428571429,0,14.2857142857143,0,0,0,14.2857142857143,0,0,0,0,14.2857142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,7,1,0,1,78,78,2,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,7,1,0,1,82,82,3,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,7,1,0,1,84,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,7,7,1,0,1,86,86,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,20,20,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,22,22,3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,24,24,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,26,26,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,28,28,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,30,30,5,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,32,32,25,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,34,34,38,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,36,36,30,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,38,38,45,0,93.3333333333333,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.3333333333333,6.66666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,40,40,19,0,94.7368421052632,5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.7368421052632,5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,42,42,8,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,44,44,2,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,48,48,4,0,0,50,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,50,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
2009,7,7,1,0,1,50,50,12,0,0,0,16.6666666666667,0,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,16.6666666666667,0,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,8.33333333333333,0,0,8.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33333333333333,0,0,0,0,0,0,0
2009,7,7,1,0,1,52,52,25,0,0,0,16,0,12,0,4,0,16,20,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,16,0,12,0,4,0,16,20,16,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2009,7,7,1,0,1,54,54,30,0,0,0,6.66666666666667,6.66666666666667,10,0,13.3333333333333,6.66666666666667,20,16.6666666666667,10,3.33333333333333,3.33333333333333,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.66666666666667,6.66666666666667,10,0,13.3333333333333,6.66666666666667,20,16.6666666666667,10,3.33333333333333,3.33333333333333,0,0,0,0,0,3.33333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,7,7,1,0,1,56,56,40,0,0,0,2.5,2.5,5,7.5,5,10,27.5,10,7.5,5,0,5,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5,0,0,0,2.5,2.5,5,7.5,5,10,27.5,10,7.5,5,0,5,0,0,0,0,0,0,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.5
2009,7,7,1,0,1,58,58,37,0,0,0,2.7027027027027,8.10810810810811,5.40540540540541,2.7027027027027,0,0,16.2162162162162,21.6216216216216,2.7027027027027,2.7027027027027,0,5.40540540540541,0,0,0,2.7027027027027,2.7027027027027,2.7027027027027,0,0,0,0,0,0,0,0,2.7027027027027,0,0,0,2.7027027027027,0,0,0,2.7027027027027,0,2.7027027027027,0,2.7027027027027,2.7027027027027,5.40540540540541,0,0,0,0,0,0,2.7027027027027,0,0,0,2.7027027027027,8.10810810810811,5.40540540540541,2.7027027027027,0,0,16.2162162162162,21.6216216216216,2.7027027027027,2.7027027027027,0,5.40540540540541,0,0,0,2.7027027027027,2.7027027027027,2.7027027027027,0,0,0,0,0,0,0,0,2.7027027027027,0,0,0,2.7027027027027,0,0,0,2.7027027027027,0,2.7027027027027,0,2.7027027027027,2.7027027027027,5.40540540540541,0,0,0,0,0,0,2.7027027027027
2009,7,7,1,0,1,60,60,43,0,0,0,0,2.32558139534884,16.2790697674419,4.65116279069767,2.32558139534884,6.97674418604651,2.32558139534884,13.953488372093,4.65116279069767,6.97674418604651,0,0,2.32558139534884,2.32558139534884,2.32558139534884,2.32558139534884,0,0,4.65116279069767,0,2.32558139534884,0,0,0,0,2.32558139534884,0,2.32558139534884,0,4.65116279069767,0,0,0,2.32558139534884,0,0,0,0,2.32558139534884,0,2.32558139534884,0,0,0,0,2.32558139534884,0,4.65116279069767,0,0,0,0,2.32558139534884,16.2790697674419,4.65116279069767,2.32558139534884,6.97674418604651,2.32558139534884,13.953488372093,4.65116279069767,6.97674418604651,0,0,2.32558139534884,2.32558139534884,2.32558139534884,2.32558139534884,0,0,4.65116279069767,0,2.32558139534884,0,0,0,0,2.32558139534884,0,2.32558139534884,0,4.65116279069767,0,0,0,2.32558139534884,0,0,0,0,2.32558139534884,0,2.32558139534884,0,0,0,0,2.32558139534884,0,4.65116279069767
2009,7,7,1,0,1,62,62,17,0,0,0,0,0,0,0,5.88235294117647,0,11.7647058823529,5.88235294117647,0,0,0,5.88235294117647,5.88235294117647,5.88235294117647,0,0,0,0,5.88235294117647,0,0,0,5.88235294117647,5.88235294117647,11.7647058823529,0,5.88235294117647,0,5.88235294117647,0,0,0,0,0,0,0,5.88235294117647,0,0,0,0,0,0,0,0,0,5.88235294117647,5.88235294117647,0,0,0,0,0,0,0,5.88235294117647,0,11.7647058823529,5.88235294117647,0,0,0,5.88235294117647,5.88235294117647,5.88235294117647,0,0,0,0,5.88235294117647,0,0,0,5.88235294117647,5.88235294117647,11.7647058823529,0,5.88235294117647,0,5.88235294117647,0,0,0,0,0,0,0,5.88235294117647,0,0,0,0,0,0,0,0,0,5.88235294117647,5.88235294117647
2009,7,7,1,0,1,64,64,31,0,0,0,0,0,12.9032258064516,3.2258064516129,3.2258064516129,9.67741935483871,9.67741935483871,0,6.45161290322581,0,3.2258064516129,0,0,0,0,3.2258064516129,0,0,16.1290322580645,0,3.2258064516129,0,3.2258064516129,0,3.2258064516129,0,0,3.2258064516129,3.2258064516129,0,0,0,3.2258064516129,0,0,0,3.2258064516129,3.2258064516129,0,0,0,0,0,0,0,0,3.2258064516129,3.2258064516129,0,0,0,0,0,12.9032258064516,3.2258064516129,3.2258064516129,9.67741935483871,9.67741935483871,0,6.45161290322581,0,3.2258064516129,0,0,0,0,3.2258064516129,0,0,16.1290322580645,0,3.2258064516129,0,3.2258064516129,0,3.2258064516129,0,0,3.2258064516129,3.2258064516129,0,0,0,3.2258064516129,0,0,0,3.2258064516129,3.2258064516129,0,0,0,0,0,0,0,0,3.2258064516129,3.2258064516129
2009,7,7,1,0,1,66,66,26,0,0,0,0,0,3.84615384615385,7.69230769230769,11.5384615384615,3.84615384615385,23.0769230769231,3.84615384615385,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,7.69230769230769,0,3.84615384615385,0,3.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,0,0,7.69230769230769,0,7.69230769230769,0,0,0,0,0,3.84615384615385,7.69230769230769,11.5384615384615,3.84615384615385,23.0769230769231,3.84615384615385,7.69230769230769,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,7.69230769230769,0,3.84615384615385,0,3.84615384615385,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84615384615385,0,0,0,7.69230769230769,0,7.69230769230769
2009,7,7,1,0,1,68,68,19,0,0,0,0,0,0,0,5.26315789473684,10.5263157894737,26.3157894736842,21.0526315789474,0,0,0,0,0,5.26315789473684,5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26315789473684,0,0,5.26315789473684,0,0,0,5.26315789473684,0,0,5.26315789473684,0,5.26315789473684,0,0,0,0,0,0,0,0,0,5.26315789473684,10.5263157894737,26.3157894736842,21.0526315789474,0,0,0,0,0,5.26315789473684,5.26315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26315789473684,0,0,5.26315789473684,0,0,0,5.26315789473684,0,0,5.26315789473684,0,5.26315789473684,0,0
